"","title","state","rating","multiple_locations","description","year","word_count","year_bin","ai_info","gpt_41_primary_sub_genre","gpt_41_secondary_sub_genre","gpt_41_tertiary_sub_genre","gpt_41_protagonist_type","gpt_41_antagonist_type","gpt_41_protagonist_gender","gpt_41_antagonist_gender","gpt_41_protagonist_age","gpt_41_antagonist_age","gpt_41_setting_time","gpt_41_setting_location"
"4208","Shelter in Place","California",3.5,FALSE,"When a global pandemic limits travel, a honeymooning couple finds themselves stranded at the Hollywood Roosevelt Hotel.",2021,17,"over_20","The movie is ""Shelter in Place"" filmed in 2021. This is the IMDb summary: When a global pandemic limits travel, a honeymooning couple finds themselves stranded at the Hollywood Roosevelt Hotel.","phobia","haunted house","madness","human","human","male","unknown","18-30","unknown","present","house"
"4209","Shiver Me Timbers","California",4.2,FALSE,"In 1986 Northern California, Olive Oyl, her brother Castor and friends, go on a camping trip to see the meteor shower with Halley's comet. But the night turns into horror as a meteor transforms Popeye, into a unstoppable killing machine.",2025,40,"over_20","The movie is ""Shiver Me Timbers"" filmed in 2025. This is the IMDb summary: In 1986 Northern California, Olive Oyl, her brother Castor and friends, go on a camping trip to see the meteor shower with Halley's comet. But the night turns into horror as a meteor transforms Popeye, into a unstoppable killing machine.","neo-monsters","slasher","phobia","human","non-human entity","female","male","18-30","30-50","past","forest"
"4210","Shock ’Em Dead","California",4.9,FALSE,"Martin is a total loser who makes a deal with the devil to become the greatest rock star in the world.",1991,21,"x90_00","The movie is ""Shock ’Em Dead"" filmed in 1991. This is the IMDb summary: Martin is a total loser who makes a deal with the devil to become the greatest rock star in the world.","devils, demons, and hell","madness","horror comedy","human","non-human entity","male","androgynous","18-30","unknown","present","big city"
"4211","Shooting the Warwicks","California",6.2,FALSE,"The Warwick family are unknowingly being filmed for a new reality show. Problem is, they're boring. So the producer, Mickey Wagner, must add conflict and drama. Their lives begin to unravel with shocking consequences.",2015,34,"x10_20","The movie is ""Shooting the Warwicks"" filmed in 2015. This is the IMDb summary: The Warwick family are unknowingly being filmed for a new reality show. Problem is, they're boring. So the producer, Mickey Wagner, must add conflict and drama. Their lives begin to unravel with shocking consequences.","madness","home invasion","found footage","human","human","unknown","male","unknown","30-50","present","house"
"4212","Shuttle","California",5.6,FALSE,"A late night airport shuttle ride home descends into darkness.",2008,10,"x00_10","The movie is ""Shuttle"" filmed in 2008. This is the IMDb summary: A late night airport shuttle ride home descends into darkness.","home invasion","phobia","madness","human","human","female","male","18-30","30-50","present","big city"
"4213","Sick Girl","California",4.5,FALSE,"With her parents dead, an already unstable teenager embarks on a blood-soaked journey of torture, violence, and retribution, as everyone unlucky enough to cross paths with her ends up dead. Is the brutal Sick Girl capable of mercy?",2007,39,"x00_10","The movie is ""Sick Girl"" filmed in 2007. This is the IMDb summary: With her parents dead, an already unstable teenager embarks on a blood-soaked journey of torture, violence, and retribution, as everyone unlucky enough to cross paths with her ends up dead. Is the brutal Sick Girl capable of mercy?","slasher","torture","madness","human","human","female","female","under 18","under 18","present","small town"
"4214","Silent Night, Deadly Night 3: Better Watch Out!","California",3.5,FALSE,"The comatose Ricky Caldwell reawakens and begins to stalk a blind woman, with whom he shares a psychic connection.",1989,19,"x80_90","The movie is ""Silent Night, Deadly Night 3: Better Watch Out!"" filmed in 1989. This is the IMDb summary: The comatose Ricky Caldwell reawakens and begins to stalk a blind woman, with whom he shares a psychic connection.","slasher","supernatural power","madness","human","human with extra powers","female","male","18-30","30-50","present","small town"
"4215","Silent Night, Deadly Night 4: Initiation","California",4.1,FALSE,"A reporter investigating the bizarre death of a woman who leaped from a building in flames finds herself mixed up in a cult of witches who are making her part of their sacrificial ceremony during the Christmas season.",1990,38,"x90_00","The movie is ""Silent Night, Deadly Night 4: Initiation"" filmed in 1990. This is the IMDb summary: A reporter investigating the bizarre death of a woman who leaped from a building in flames finds herself mixed up in a cult of witches who are making her part of their sacrificial ceremony during the Christmas season.","witches","folk horror","madness","human","non-human entity","female","female","18-30","50+","present","big city"
"4216","Silent Night, Deadly Night 5: The Toy Maker","California",4.5,FALSE,"An elderly toy maker and his son make killer toys designed to kill their customers, children.",1991,16,"x90_00","The movie is ""Silent Night, Deadly Night 5: The Toy Maker"" filmed in 1991. This is the IMDb summary: An elderly toy maker and his son make killer toys designed to kill their customers, children.","small creatures","slasher","madness","human","human","male","male","under 18","50+","present","small town"
"4217","Silent Night: Zombie Night","California",4,FALSE,"A week before Christmas, a viral outbreak turns the citizens of Los Angeles into the walking dead. With characters named Santa Zombie, Raccoon, Fingers and Little Daddy, who can resist this horrific holiday gift.",2009,34,"x00_10","The movie is ""Silent Night: Zombie Night"" filmed in 2009. This is the IMDb summary: A week before Christmas, a viral outbreak turns the citizens of Los Angeles into the walking dead. With characters named Santa Zombie, Raccoon, Fingers and Little Daddy, who can resist this horrific holiday gift.","zombies","virus","horror comedy","human","non-human entity","male","androgynous","30-50","unknown","present","big city"
"4218","Silent Predators","California",4.3,FALSE,"A small town deals with an invasion of rattlesnakes.",1999,9,"x90_00","The movie is ""Silent Predators"" filmed in 1999. This is the IMDb summary: A small town deals with an invasion of rattlesnakes.","nature","small creatures","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","small town"
"4219","Simon, King of the Witches","California",6,FALSE,"Simon, a young man with magic powers, invokes the help of the evil forces in order to take revenge on a man who cheated him with a bad cheque.",1971,29,"x70_80","The movie is ""Simon, King of the Witches"" filmed in 1971. This is the IMDb summary: Simon, a young man with magic powers, invokes the help of the evil forces in order to take revenge on a man who cheated him with a bad cheque.","witches","devils, demons, and hell","madness","human with extra powers","human","male","male","18-30","30-50","present","big city"
"4220","Sinister Squad","California",2.2,FALSE,"When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.",2016,22,"x10_20","The movie is ""Sinister Squad"" filmed in 2016. This is the IMDb summary: When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.","neo-monsters","devils, demons, and hell","supernatural power","human","non-human entity","female","androgynous","18-30","unknown","present","big city"
"4221","Sinthia: The Devil's Doll","California",3.6,FALSE,"A woman tries to cope with having murdered her parents.",1970,10,"x70_80","The movie is ""Sinthia: The Devil's Doll"" filmed in 1970. This is the IMDb summary: A woman tries to cope with having murdered her parents.","madness","phobia","devils, demons, and hell","human","human","female","female","18-30","30-50","present","house"
"4222","Sisters of Death","California",4.3,FALSE,"During an all-girl secret society initiation, one of the new members is killed playing Russian Roulette. Many years later the survivors are invited for a reunion to a lavish estate.",1977,31,"x70_80","The movie is ""Sisters of Death"" filmed in 1977. This is the IMDb summary: During an all-girl secret society initiation, one of the new members is killed playing Russian Roulette. Many years later the survivors are invited for a reunion to a lavish estate.","slasher","home invasion","phobia","human","human","female","unknown","18-30","30-50","present","house"
